Skill 1	Skill 2	Weight
Critical Thinking	Repairing	0.097403
Critical Thinking	Science	0.389610
Critical Thinking	Service Orientation	0.711246
Critical Thinking	Social Perceptiveness	0.760000
Critical Thinking	Speaking	0.863057
Critical Thinking	Systems Analysis	0.555195
Critical Thinking	Systems Evaluation	0.623377
Critical Thinking	Technology Design	0.340909
Critical Thinking	Time Management	0.743119
Critical Thinking	Troubleshooting	0.167173
Critical Thinking	Writing	0.839228
Critical Thinking	Arm-Hand Steadiness	0.250000
Critical Thinking	Auditory Attention	0.262195
Critical Thinking	Category Flexibility	0.657971
Critical Thinking	Control Precision	0.174863
Critical Thinking	Deductive Reasoning	0.797468
Critical Thinking	Depth Perception	0.157746
Critical Thinking	Dynamic Flexibility	0.116883
Critical Thinking	Dynamic Strength	0.166667
Critical Thinking	Explosive Strength	0.146104
Critical Thinking	Extent Flexibility	0.174648
Critical Thinking	Far Vision	0.410876
Critical Thinking	Finger Dexterity	0.275482
Critical Thinking	Flexibility of Closure	0.479290
Critical Thinking	Fluency of Ideas	0.754839
Critical Thinking	Glare Sensitivity	0.139610
Critical Thinking	Gross Body Coordination	0.190860
Critical Thinking	Gross Body Equilibrium	0.165109
Critical Thinking	Hearing Sensitivity	0.239394
Critical Thinking	Inductive Reasoning	0.768025
Critical Thinking	Information Ordering	0.623494
Critical Thinking	Manual Dexterity	0.227848
Critical Thinking	Mathematical Reasoning	0.613636
Critical Thinking	Memorization	0.670732
Critical Thinking	Multilimb Coordination	0.183463
Critical Thinking	Near Vision	0.603834
Critical Thinking	Night Vision	0.113636
Critical Thinking	Number Facility	0.587302
Critical Thinking	Oral Comprehension	0.797508
Critical Thinking	Oral Expression	0.843077
Critical Thinking	Originality	0.748428
Critical Thinking	Perceptual Speed	0.376068
Critical Thinking	Peripheral Vision	0.103896
Critical Thinking	Problem Sensitivity	0.703125
Critical Thinking	Rate Control	0.111801
Critical Thinking	Reaction Time	0.136628
Critical Thinking	Response Orientation	0.140351
Critical Thinking	Selective Attention	0.417160
Critical Thinking	Sound Localization	0.110390
Critical Thinking	Spatial Orientation	0.146104
Critical Thinking	Speech Clarity	0.769481
Critical Thinking	Speech Recognition	0.733766
Critical Thinking	Speed of Closure	0.560472
Critical Thinking	Speed of Limb Movement	0.163793
Critical Thinking	Stamina	0.190608
Critical Thinking	Static Strength	0.169399
Critical Thinking	Time Sharing	0.466077
Critical Thinking	Trunk Strength	0.227882
Critical Thinking	Visual Color Discrimination	0.293948
Critical Thinking	Visualization	0.279762
Critical Thinking	Wrist-Finger Speed	0.171091
Critical Thinking	Written Comprehension	0.779817
Critical Thinking	Written Expression	0.808777
Critical Thinking	Administration and Management	0.613293
Critical Thinking	Biology	0.314935
Critical Thinking	Building and Construction	0.139610
Critical Thinking	Chemistry	0.279221
Critical Thinking	Clerical	0.711039
Critical Thinking	Communications and Media	0.702265
Critical Thinking	Computers and Electronics	0.675676
Critical Thinking	Customer and Personal Service	0.636103
Critical Thinking	Design	0.240260
Critical Thinking	Economics and Accounting	0.542208
Critical Thinking	Education and Training	0.548701
Critical Thinking	Engineering and Technology	0.220779
Critical Thinking	English Language	0.786834
Critical Thinking	Fine Arts	0.334416
Critical Thinking	Food Production	0.259740
Critical Thinking	Foreign Language	0.568182
Critical Thinking	Geography	0.467532
Critical Thinking	History and Archeology	0.441558
Critical Thinking	Law and Government	0.600649
Critical Thinking	Mathematical Reasoning	0.574675
Critical Thinking	Mechanical	0.158228
Critical Thinking	Medicine and Dentistry	0.318182
Critical Thinking	Personnel and Human Resources	0.581169
Critical Thinking	Philosophy and Theology	0.538961
Critical Thinking	Physics	0.230519
Critical Thinking	Production and Processing	0.270701
Critical Thinking	Psychology	0.607143
Critical Thinking	Public Safety and Security	0.332317
Critical Thinking	Sales and Marketing	0.564516
Critical Thinking	Sociology and Anthropology	0.535714
Critical Thinking	Telecommunications	0.405844
Critical Thinking	Therapy and Counseling	0.415584
Critical Thinking	Transportation	0.269481
Critical Thinking	Analyzing Data or Information	0.662338
Critical Thinking	Assisting and Caring for Others	0.516234
Critical Thinking	Coaching and Developing Others	0.561688
Critical Thinking	Communicating with Persons Outside Organization	0.704871
Critical Thinking	Communicating with Supervisors, Peers, or Subordinates	0.730408
Critical Thinking	Controlling Machines and Processes	0.117834
Critical Thinking	Coordinating the Work and Activities of Others	0.573574
Critical Thinking	Developing Objectives and Strategies	0.655844
Critical Thinking	Developing and Building Teams	0.579439
Critical Thinking	Documenting/Recording Information	0.659026
Critical Thinking	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.181818
Critical Thinking	Establishing and Maintaining Interpersonal Relationships	0.726415
Critical Thinking	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.408537
Critical Thinking	Evaluating Information to Determine Compliance with Standards	0.537994
Critical Thinking	Getting Information	0.732919
Critical Thinking	Guiding, Directing, and Motivating Subordinates	0.529221
Critical Thinking	Handling and Moving Objects	0.194366
Critical Thinking	Identifying Objects, Actions, and Events	0.647059
Critical Thinking	Inspecting Equipment, Structures, or Material	0.203804
Critical Thinking	Interacting With Computers	0.674627
Critical Thinking	Interpreting the Meaning of Information for Others	0.704545
Critical Thinking	Judging the Qualities of Things, Services, or People	0.582317
Critical Thinking	Making Decisions and Solving Problems	0.682390
Critical Thinking	Monitor Processes, Materials, or Surroundings	0.427273
Critical Thinking	Monitoring and Controlling Resources	0.477273
Critical Thinking	Operating Vehicles, Mechanized Devices, or Equipment	0.103896
Critical Thinking	Organizing, Planning, and Prioritizing Work	0.730519
Critical Thinking	Performing Administrative Activities	0.681388
Critical Thinking	Performing General Physical Activities	0.176966
Critical Thinking	Performing for or Working Directly with the Public	0.609329
Critical Thinking	Processing Information	0.711039
Critical Thinking	Provide Consultation and Advice to Others	0.610390
Critical Thinking	Repairing and Maintaining Electronic Equipment	0.178571
Critical Thinking	Repairing and Maintaining Mechanical Equipment	0.084416
Critical Thinking	Resolving Conflicts and Negotiating with Others	0.652597
Critical Thinking	Scheduling Work and Activities	0.622291
Critical Thinking	Selling or Influencing Others	0.561688
Critical Thinking	Staffing Organizational Units	0.525974
Critical Thinking	Thinking Creatively	0.646104
Critical Thinking	Training and Teaching Others	0.558442
Critical Thinking	Updating and Using Relevant Knowledge	0.696594
Equipment Maintenance	Equipment Selection	0.819820
Equipment Maintenance	Installation	0.704918
Equipment Maintenance	Instructing	0.198718
Equipment Maintenance	Judgment and Decision Making	0.127869
Equipment Maintenance	Learning Strategies	0.137705
Equipment Maintenance	Management of Financial Resources	0.222951
Equipment Maintenance	Management of Material Resources	0.409836
Equipment Maintenance	Management of Personnel Resources	0.223301
Equipment Maintenance	Mathematics	0.317152
Equipment Maintenance	Monitoring	0.198113
Equipment Maintenance	Negotiation	0.128931
Equipment Maintenance	Operation Monitoring	0.809668
Equipment Maintenance	Operation and Control	0.830357
Equipment Maintenance	Operations Analysis	0.310680
Equipment Maintenance	Persuasion	0.128743
Equipment Maintenance	Programming	0.285246
Equipment Maintenance	Quality Control Analysis	0.701449
Equipment Maintenance	Reading Comprehension	0.130573
Equipment Maintenance	Repairing	0.914754
Equipment Maintenance	Science	0.363934
Equipment Maintenance	Service Orientation	0.185410
Equipment Maintenance	Social Perceptiveness	0.141538
Equipment Maintenance	Speaking	0.079618
Equipment Maintenance	Systems Analysis	0.350820
Equipment Maintenance	Systems Evaluation	0.268852
Equipment Maintenance	Technology Design	0.547541
Equipment Maintenance	Time Management	0.201835
Equipment Maintenance	Troubleshooting	0.838906
Equipment Maintenance	Writing	0.099678
Equipment Maintenance	Arm-Hand Steadiness	0.686275
Equipment Maintenance	Auditory Attention	0.670732
Equipment Maintenance	Category Flexibility	0.266667
Equipment Maintenance	Control Precision	0.762295
Equipment Maintenance	Deductive Reasoning	0.158228
Equipment Maintenance	Depth Perception	0.740845
Equipment Maintenance	Dynamic Flexibility	0.613115
Equipment Maintenance	Dynamic Strength	0.714689
Equipment Maintenance	Explosive Strength	0.593443
Equipment Maintenance	Extent Flexibility	0.709859
Equipment Maintenance	Far Vision	0.486405
Equipment Maintenance	Finger Dexterity	0.669421
Equipment Maintenance	Flexibility of Closure	0.473373
Equipment Maintenance	Fluency of Ideas	0.151613
Equipment Maintenance	Glare Sensitivity	0.721311
Equipment Maintenance	Gross Body Coordination	0.682796
Equipment Maintenance	Gross Body Equilibrium	0.694704
Equipment Maintenance	Hearing Sensitivity	0.712121
Equipment Maintenance	Inductive Reasoning	0.184953
Equipment Maintenance	Information Ordering	0.346386
Equipment Maintenance	Manual Dexterity	0.701266
Equipment Maintenance	Mathematical Reasoning	0.236066
Equipment Maintenance	Memorization	0.274390
Equipment Maintenance	Multilimb Coordination	0.713178
Equipment Maintenance	Near Vision	0.354633
Equipment Maintenance	Night Vision	0.701639
Equipment Maintenance	Number Facility	0.307937
Equipment Maintenance	Oral Comprehension	0.155763
Equipment Maintenance	Oral Expression	0.135385
Equipment Maintenance	Originality	0.154088
Equipment Maintenance	Perceptual Speed	0.566952
Equipment Maintenance	Peripheral Vision	0.685246
Equipment Maintenance	Problem Sensitivity	0.221875
Equipment Maintenance	Rate Control	0.813665
Equipment Maintenance	Reaction Time	0.764535
Equipment Maintenance	Response Orientation	0.771930
Equipment Maintenance	Selective Attention	0.526627
Equipment Maintenance	Sound Localization	0.701639
Equipment Maintenance	Spatial Orientation	0.714754
Equipment Maintenance	Speech Clarity	0.124590
Equipment Maintenance	Speech Recognition	0.124590
Equipment Maintenance	Speed of Closure	0.356932
Equipment Maintenance	Speed of Limb Movement	0.718391
Equipment Maintenance	Stamina	0.685083
Equipment Maintenance	Static Strength	0.710383
Equipment Maintenance	Time Sharing	0.445428
Equipment Maintenance	Trunk Strength	0.670241
Equipment Maintenance	Visual Color Discrimination	0.665706
Equipment Maintenance	Visualization	0.657738
Equipment Maintenance	Wrist-Finger Speed	0.764012
Equipment Maintenance	Written Comprehension	0.177370
Equipment Maintenance	Written Expression	0.131661
Equipment Maintenance	Administration and Management	0.247734
Equipment Maintenance	Biology	0.252459
Equipment Maintenance	Building and Construction	0.590164
Equipment Maintenance	Chemistry	0.583607
Equipment Maintenance	Clerical	0.173770
Equipment Maintenance	Communications and Media	0.171521
Equipment Maintenance	Computers and Electronics	0.276276
Equipment Maintenance	Customer and Personal Service	0.246418
Equipment Maintenance	Design	0.590164
Equipment Maintenance	Economics and Accounting	0.200000
Equipment Maintenance	Education and Training	0.239344
Equipment Maintenance	Engineering and Technology	0.665574
Equipment Maintenance	English Language	0.125392
