O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	5	14.29	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	6	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	7	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	1	9.52	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	2	14.29	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	3	19.05	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	4	19.05	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	5	14.29	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	6	14.29	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	7	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	8	4.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2022.00	3.A.3	On-the-Job Training	OJ	9	0.00	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
11-2031.00	2.D.1	Required Level of Education	RL	1	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	2	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	3	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	4	6.48	36	6.19	0.86	35.53	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	5	7.43	36	7.05	0.99	39.12	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	6	78.31	36	10.02	52.15	92.28	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	7	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	8	7.79	36	6.32	1.40	33.49	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	9	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	10	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	11	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	2.D.1	Required Level of Education	RL	12	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	1	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	2	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	3	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	4	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	5	0.75	36	0.46	0.22	2.56	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	6	5.44	36	5.04	0.78	29.60	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	7	30.61	36	10.52	13.90	54.66	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	8	24.10	36	10.93	8.62	51.64	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	9	18.26	36	8.68	6.42	42.12	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	10	5.09	36	3.75	1.09	20.62	N	06/2009	Incumbent
11-2031.00	3.A.1	Related Work Experience	RW	11	15.75	36	8.60	4.78	41.05	N	06/2009	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	1	42.57	36	10.26	24.03	63.47	N	06/2009	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	2	29.97	36	12.58	11.25	59.10	N	06/2009	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	3	8.61	36	5.54	2.21	28.22	N	06/2009	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	4	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	5	10.82	36	7.28	2.56	35.95	N	06/2009	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	6	0.38	36	0.39	0.05	2.97	N	06/2009	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	7	6.55	36	6.24	0.88	35.69	N	06/2009	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	8	1.10	36	1.11	0.14	8.12	N	06/2009	Incumbent
11-2031.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-2031.00	3.A.3	On-the-Job Training	OJ	1	12.72	36	7.63	3.48	37.02	N	06/2009	Incumbent
11-2031.00	3.A.3	On-the-Job Training	OJ	2	28.77	36	8.09	15.35	47.36	N	06/2009	Incumbent
11-2031.00	3.A.3	On-the-Job Training	OJ	3	9.14	36	6.46	2.03	32.77	N	06/2009	Incumbent
11-2031.00	3.A.3	On-the-Job Training	OJ	4	5.52	36	5.04	0.81	29.38	N	06/2009	Incumbent
11-2031.00	3.A.3	On-the-Job Training	OJ	5	23.69	36	8.80	10.36	45.47	N	06/2009	Incumbent
11-2031.00	3.A.3	On-the-Job Training	OJ	6	6.48	36	6.19	0.86	35.53	N	06/2009	Incumbent
11-2031.00	3.A.3	On-the-Job Training	OJ	7	1.95	36	1.96	0.25	13.69	N	06/2009	Incumbent
11-2031.00	3.A.3	On-the-Job Training	OJ	8	11.74	36	7.69	2.87	37.50	N	06/2009	Incumbent
11-2031.00	3.A.3	On-the-Job Training	OJ	9	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	1	2.19	37	2.21	0.27	15.38	N	06/2009	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	2	18.73	37	7.97	7.38	39.99	N	06/2009	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	3	15.20	37	7.49	5.23	36.80	N	06/2009	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	4	13.40	37	6.80	4.50	33.68	N	06/2009	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	5	19.03	37	13.93	3.62	59.51	N	06/2009	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	6	27.95	37	8.83	13.75	48.57	N	06/2009	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	7	0.00	37	0.00	n/a	n/a	N	06/2009	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	8	3.49	37	3.28	0.50	20.70	N	06/2009	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	9	0.00	37	0.00	n/a	n/a	N	06/2009	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	10	0.00	37	0.00	n/a	n/a	N	06/2009	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	11	0.00	37	0.00	n/a	n/a	N	06/2009	Incumbent
11-3011.00	2.D.1	Required Level of Education	RL	12	0.00	37	0.00	n/a	n/a	N	06/2009	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	1	13.66	36	7.50	4.17	36.52	N	06/2009	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	2	2.12	36	2.14	0.27	14.96	N	06/2009	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	3	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	4	0.22	36	0.23	0.03	1.78	N	06/2009	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	5	5.85	36	3.47	1.70	18.24	N	06/2009	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	6	34.87	36	14.01	13.28	65.20	N	06/2009	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	7	25.40	36	10.23	10.22	50.46	N	06/2009	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	8	11.79	36	5.86	4.09	29.54	N	06/2009	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	9	3.15	36	3.06	0.42	20.01	N	06/2009	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	10	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-3011.00	3.A.1	Related Work Experience	RW	11	2.94	36	2.88	0.39	19.03	N	06/2009	Incumbent
11-3011.00	3.A.2	On-Site or In-Plant Training	PT	1	39.72	36	12.39	18.73	65.32	N	06/2009	Incumbent
11-3011.00	3.A.2	On-Site or In-Plant Training	PT	2	12.05	36	6.73	3.64	33.22	N	06/2009	Incumbent
11-3011.00	3.A.2	On-Site or In-Plant Training	PT	3	15.91	36	6.32	6.76	33.04	N	06/2009	Incumbent
11-3011.00	3.A.2	On-Site or In-Plant Training	PT	4	6.53	36	4.07	1.77	21.27	N	06/2009	Incumbent
11-3011.00	3.A.2	On-Site or In-Plant Training	PT	5	22.37	36	8.01	10.15	42.35	N	06/2009	Incumbent
11-3011.00	3.A.2	On-Site or In-Plant Training	PT	6	3.15	36	3.06	0.42	19.92	N	06/2009	Incumbent
11-3011.00	3.A.2	On-Site or In-Plant Training	PT	7	0.28	36	0.29	0.03	2.24	N	06/2009	Incumbent
11-3011.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-3011.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-3011.00	3.A.3	On-the-Job Training	OJ	1	8.30	36	4.93	2.37	25.22	N	06/2009	Incumbent
11-3011.00	3.A.3	On-the-Job Training	OJ	2	24.86	36	9.06	11.00	46.97	N	06/2009	Incumbent
11-3011.00	3.A.3	On-the-Job Training	OJ	3	33.98	36	13.67	12.99	63.95	N	06/2009	Incumbent
11-3011.00	3.A.3	On-the-Job Training	OJ	4	5.22	36	3.86	1.12	21.15	N	06/2009	Incumbent
11-3011.00	3.A.3	On-the-Job Training	OJ	5	27.36	36	8.32	13.86	46.84	N	06/2009	Incumbent
11-3011.00	3.A.3	On-the-Job Training	OJ	6	0.28	36	0.29	0.03	2.24	N	06/2009	Incumbent
11-3011.00	3.A.3	On-the-Job Training	OJ	7	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-3011.00	3.A.3	On-the-Job Training	OJ	8	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-3011.00	3.A.3	On-the-Job Training	OJ	9	0.00	36	0.00	n/a	n/a	N	06/2009	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	1	0.00	32	0.00	n/a	n/a	N	06/2008	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	2	0.00	32	0.00	n/a	n/a	N	06/2008	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	3	0.00	32	0.00	n/a	n/a	N	06/2008	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	4	2.50	32	1.86	0.54	10.82	N	06/2008	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	5	0.00	32	0.00	n/a	n/a	N	06/2008	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	6	61.64	32	21.78	19.71	91.32	Y	06/2008	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	7	0.00	32	0.00	n/a	n/a	N	06/2008	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	8	35.87	32	22.21	7.24	80.03	Y	06/2008	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	9	0.00	32	0.00	n/a	n/a	N	06/2008	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	10	0.00	32	0.00	n/a	n/a	N	06/2008	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	11	0.00	32	0.00	n/a	n/a	N	06/2008	Incumbent
11-3021.00	2.D.1	Required Level of Education	RL	12	0.00	32	0.00	n/a	n/a	N	06/2008	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	1	0.00	32	0.00	n/a	n/a	N	06/2008	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	2	0.00	32	0.00	n/a	n/a	N	06/2008	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	3	0.00	32	0.00	n/a	n/a	N	06/2008	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	4	0.00	32	0.00	n/a	n/a	N	06/2008	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	5	1.59	32	1.69	0.18	12.79	N	06/2008	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	6	1.11	32	0.92	0.21	5.80	N	06/2008	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	7	48.21	32	20.75	14.60	83.52	Y	06/2008	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	8	18.31	32	9.56	5.73	45.22	N	06/2008	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	9	6.01	32	3.86	1.56	20.49	N	06/2008	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	10	23.03	32	18.46	3.45	71.45	Y	06/2008	Incumbent
11-3021.00	3.A.1	Related Work Experience	RW	11	1.74	32	1.44	0.32	8.99	N	06/2008	Incumbent
11-3021.00	3.A.2	On-Site or In-Plant Training	PT	1	4.72	31	2.98	1.26	16.11	N	06/2008	Incumbent
11-3021.00	3.A.2	On-Site or In-Plant Training	PT	2	29.76	31	18.79	6.33	72.64	Y	06/2008	Incumbent
11-3021.00	3.A.2	On-Site or In-Plant Training	PT	3	33.80	31	22.95	5.91	80.58	Y	06/2008	Incumbent
11-3021.00	3.A.2	On-Site or In-Plant Training	PT	4	13.17	31	10.71	2.19	50.66	N	06/2008	Incumbent
11-3021.00	3.A.2	On-Site or In-Plant Training	PT	5	7.21	31	4.37	2.01	22.80	N	06/2008	Incumbent
11-3021.00	3.A.2	On-Site or In-Plant Training	PT	6	2.55	31	1.89	0.55	11.02	N	06/2008	Incumbent
11-3021.00	3.A.2	On-Site or In-Plant Training	PT	7	8.79	31	7.31	1.47	38.28	N	06/2008	Incumbent
11-3021.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	31	0.00	n/a	n/a	N	06/2008	Incumbent
11-3021.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	31	0.00	n/a	n/a	N	06/2008	Incumbent
11-3021.00	3.A.3	On-the-Job Training	OJ	1	3.36	32	2.28	0.82	12.71	N	06/2008	Incumbent
11-3021.00	3.A.3	On-the-Job Training	OJ	2	4.71	32	3.00	1.25	16.19	N	06/2008	Incumbent
11-3021.00	3.A.3	On-the-Job Training	OJ	3	23.66	32	18.40	3.74	71.21	Y	06/2008	Incumbent
11-3021.00	3.A.3	On-the-Job Training	OJ	4	5.76	32	3.78	1.46	20.18	N	06/2008	Incumbent
11-3021.00	3.A.3	On-the-Job Training	OJ	5	47.25	32	20.70	14.13	82.97	Y	06/2008	Incumbent
11-3021.00	3.A.3	On-the-Job Training	OJ	6	12.04	32	7.95	2.88	38.74	N	06/2008	Incumbent
11-3021.00	3.A.3	On-the-Job Training	OJ	7	3.22	32	2.34	0.72	13.31	N	06/2008	Incumbent
11-3021.00	3.A.3	On-the-Job Training	OJ	8	0.00	32	0.00	n/a	n/a	N	06/2008	Incumbent
11-3021.00	3.A.3	On-the-Job Training	OJ	9	0.00	32	0.00	n/a	n/a	N	06/2008	Incumbent
11-3031.01	2.D.1	Required Level of Education	RL	1	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	2	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	3	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	4	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	5	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	6	36.67	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	7	20.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	8	43.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	9	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	10	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	11	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	2.D.1	Required Level of Education	RL	12	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	1	3.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	2	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	3	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	4	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	5	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	6	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	7	10.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	8	20.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	9	13.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	10	23.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.1	Related Work Experience	RW	11	30.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.2	On-Site or In-Plant Training	PT	1	50.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.2	On-Site or In-Plant Training	PT	2	16.67	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.2	On-Site or In-Plant Training	PT	3	13.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.2	On-Site or In-Plant Training	PT	4	3.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.2	On-Site or In-Plant Training	PT	5	3.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.2	On-Site or In-Plant Training	PT	6	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.2	On-Site or In-Plant Training	PT	7	3.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.2	On-Site or In-Plant Training	PT	8	10.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.2	On-Site or In-Plant Training	PT	9	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.3	On-the-Job Training	OJ	1	20.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.3	On-the-Job Training	OJ	2	40.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.3	On-the-Job Training	OJ	3	10.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.3	On-the-Job Training	OJ	4	10.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.3	On-the-Job Training	OJ	5	13.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.3	On-the-Job Training	OJ	6	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.3	On-the-Job Training	OJ	7	3.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.3	On-the-Job Training	OJ	8	3.33	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.01	3.A.3	On-the-Job Training	OJ	9	0.00	30	n/a	n/a	n/a	n/a	07/2012	Occupational Expert
11-3031.02	2.D.1	Required Level of Education	RL	1	0.00	31	0.00	n/a	n/a	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	2	16.88	31	9.45	4.88	44.54	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	3	1.75	31	1.83	0.20	13.56	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	4	7.42	31	6.56	1.13	36.05	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	5	3.42	31	2.49	0.76	14.14	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	6	50.19	31	15.92	21.53	78.72	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	7	6.43	31	5.95	0.91	34.08	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	8	13.57	31	8.27	3.59	39.84	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	9	0.00	31	0.00	n/a	n/a	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	10	0.35	31	0.36	0.04	2.84	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	11	0.00	31	0.00	n/a	n/a	N	07/2014	Incumbent
11-3031.02	2.D.1	Required Level of Education	RL	12	0.00	31	0.00	n/a	n/a	N	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	1	3.13	31	3.20	0.37	21.77	N	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	2	0.00	31	0.00	n/a	n/a	N	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	3	0.00	31	0.00	n/a	n/a	N	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	4	6.43	31	6.33	0.80	37.04	N	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	5	6.43	31	6.33	0.80	37.04	N	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	6	1.06	31	0.82	0.21	5.07	N	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	7	13.37	31	7.61	3.88	37.14	N	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	8	22.15	31	9.49	8.46	46.67	N	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	9	30.70	31	18.17	7.19	71.70	Y	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	10	13.75	31	8.51	3.55	40.83	N	07/2014	Incumbent
11-3031.02	3.A.1	Related Work Experience	RW	11	2.98	31	2.23	0.63	12.96	N	07/2014	Incumbent
11-3031.02	3.A.2	On-Site or In-Plant Training	PT	1	14.27	31	8.30	4.00	39.95	N	07/2014	Incumbent
11-3031.02	3.A.2	On-Site or In-Plant Training	PT	2	32.42	31	17.68	8.45	71.38	N	07/2014	Incumbent
11-3031.02	3.A.2	On-Site or In-Plant Training	PT	3	16.51	31	9.63	4.53	45.15	N	07/2014	Incumbent
11-3031.02	3.A.2	On-Site or In-Plant Training	PT	4	13.61	31	6.86	4.56	34.16	N	07/2014	Incumbent
11-3031.02	3.A.2	On-Site or In-Plant Training	PT	5	2.41	31	1.73	0.55	10.01	N	07/2014	Incumbent
11-3031.02	3.A.2	On-Site or In-Plant Training	PT	6	6.43	31	6.47	0.76	38.15	N	07/2014	Incumbent
11-3031.02	3.A.2	On-Site or In-Plant Training	PT	7	7.03	31	4.72	1.71	24.81	N	07/2014	Incumbent
11-3031.02	3.A.2	On-Site or In-Plant Training	PT	8	7.32	31	6.54	1.09	36.14	N	07/2014	Incumbent
11-3031.02	3.A.2	On-Site or In-Plant Training	PT	9	0.00	31	0.00	n/a	n/a	N	07/2014	Incumbent
11-3031.02	3.A.3	On-the-Job Training	OJ	1	0.00	31	0.00	n/a	n/a	N	07/2014	Incumbent
11-3031.02	3.A.3	On-the-Job Training	OJ	2	16.69	31	8.78	5.23	42.10	N	07/2014	Incumbent
11-3031.02	3.A.3	On-the-Job Training	OJ	3	46.93	31	16.39	18.75	77.22	N	07/2014	Incumbent
11-3031.02	3.A.3	On-the-Job Training	OJ	4	12.28	31	6.62	3.84	32.92	N	07/2014	Incumbent
11-3031.02	3.A.3	On-the-Job Training	OJ	5	8.75	31	6.60	1.74	34.19	N	07/2014	Incumbent
11-3031.02	3.A.3	On-the-Job Training	OJ	6	7.13	31	5.95	1.21	32.46	N	07/2014	Incumbent
11-3031.02	3.A.3	On-the-Job Training	OJ	7	1.78	31	1.54	0.30	9.93	N	07/2014	Incumbent
11-3031.02	3.A.3	On-the-Job Training	OJ	8	6.43	31	6.47	0.76	38.15	N	07/2014	Incumbent
11-3031.02	3.A.3	On-the-Job Training	OJ	9	0.00	31	0.00	n/a	n/a	N	07/2014	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	1	0.62	38	0.63	0.08	4.71	N	07/2013	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	2	6.66	38	5.59	1.14	30.64	N	07/2013	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	3	2.55	38	2.51	0.34	16.87	N	07/2013	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	4	30.32	38	10.51	13.70	54.40	N	07/2013	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	5	15.11	38	9.53	3.80	44.50	N	07/2013	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	6	42.38	38	9.49	25.08	61.77	N	07/2013	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	7	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	8	2.37	38	1.94	0.44	11.70	N	07/2013	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	9	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	10	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	11	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
11-3051.00	2.D.1	Required Level of Education	RL	12	0.00	38	0.00	n/a	n/a	N	07/2013	Incumbent
11-3051.00	3.A.1	Related Work Experience	RW	1	0.00	37	0.00	n/a	n/a	N	07/2013	Incumbent
11-3051.00	3.A.1	Related Work Experience	RW	2	0.00	37	0.00	n/a	n/a	N	07/2013	Incumbent
